
Name=Midnight Grove
Author=Venom
MinLevel=20
JoinCost=3500

; The location of the waiting checkpoint.
; WaitLocation=waitx,waity,waitz
WaitLocation=2479.460693,-1679.977905,13.030294

RunTime=300
WinBaseXP=50000
WinBaseCash=50000
Time=1:25
Weather=1

; Vehicle Model to race with. Other models: 0=No vehicle, -1=Any vehicle
Vehicle=565

; Checkpoints
; Type=0 is a normal checkpoint
; Type=1 is an air checkpoint
; The params type and size are optional
; Format: CP=x,y,z,type,size
CP=2330.488770,-1658.924561,12.479790,0,6.0
CP=2148.607422,-1682.242798,14.085938,0,6.0
CP=2057.764648,-1752.206909,12.390450,0,6.0
CP=1962.253906,-1754.540039,12.390608,0,6.0
CP=1894.742920,-1794.690918,12.546875,0,6.0
CP=1726.074707,-1855.200806,12.414063,0,6.0
CP=1691.067505,-1942.607056,8.463747,0,6.0
CP=1690.244629,-2072.345703,12.604166,0,6.0
CP=1917.027710,-2095.903809,12.595439,0,6.0
CP=1955.462891,-1978.593872,12.546875,0,6.0
CP=2089.131104,-1982.378540,12.546875,0,6.0
CP=2267.614014,-2096.462646,12.643913,0,6.0
CP=2374.525635,-2171.507813,21.447037,0,6.0
CP=2548.689209,-2464.117676,12.621201,0,6.0
CP=2405.992188,-2513.080322,12.650257,0,6.0
CP=2417.002930,-2661.970215,12.553820,0,6.0
CP=2603.512451,-2504.009033,12.492188,0,6.0
CP=2759.099609,-2363.756348,12.632813,0,6.0
CP=2457.847168,-2442.315186,12.453125,0,6.0
CP=2292.622314,-2308.427002,12.377222,0,6.0
CP=2265.226318,-2156.854004,5.062500,0,6.0
CP=1980.913818,-1847.723633,3.073567,0,6.0
CP=2127.896484,-1839.642456,4.609356,0,6.0
CP=2089.827881,-1761.181641,12.404861,0,6.0
CP=2234.670898,-1750.652100,12.390602,0,6.0
CP=2708.456055,-1933.439453,12.314659,0,6.0
CP=2888.153564,-1962.681885,4.499325,0,6.0

; Spawn Points
; If there are no spawn points, races will just be given their vehicle at the checkpoint
; Format: SPAWN=x,y,z,rotz
SPAWN=2479.460693,-1679.977905,13.030294,51.0
SPAWN=2482.080566,-1677.904419,13.026505,55.0
SPAWN=2478.081055,-1654.053223,13.016194,112.0
SPAWN=2484.854004,-1662.801270,13.027878,99.0
SPAWN=2479.886475,-1656.399170,13.011460,99.0
SPAWN=2484.144775,-1676.185669,13.030061,55.0
SPAWN=2486.029785,-1674.109131,13.027878,59.0
SPAWN=2487.207031,-1671.822510,13.027878,65.0
SPAWN=2484.357178,-1660.191040,13.027878,99.0
SPAWN=2481.787598,-1658.311401,13.026403,99.0

; Objects
; The last param (viewdistance) is optional
; Format: OBJECT=modelid,x,y,z,rotx,roty,rotz,viewdistance
OBJECT=1238,2198.503174,-1667.024292,14.063583,0.0,0.0,0.0
OBJECT=1238,2192.354248,-1656.808472,14.415979,0.0,0.0,0.0
OBJECT=1238,2191.131104,-1669.253174,13.842558,0.0,0.0,0.0
OBJECT=1238,2184.918701,-1659.559937,14.362194,0.0,0.0,0.0
OBJECT=1238,2182.570557,-1672.026855,13.787666,0.0,0.0,0.0
OBJECT=978,2084.593506,-1755.811401,13.237433,0.0,0.0,12.81409
OBJECT=978,2092.557129,-1751.435669,13.245084,0.0,0.0,43.93521
OBJECT=978,2102.406006,-1735.757080,13.236699,0.0,0.0,70.36988
OBJECT=13645,2127.364990,-1683.406128,14.810139,0.0,0.0,104.85125
OBJECT=978,2205.804443,-1665.282959,14.418899,0.0,0.0,12.13593
OBJECT=978,2215.808105,-1663.224854,14.673583,0.0,0.0,5.26061
OBJECT=979,2221.261963,-1645.091553,15.260678,0.0,0.0,177.79908
OBJECT=979,2231.787109,-1642.549561,15.328887,0.0,0.0,167.56303
OBJECT=979,2240.907715,-1644.852173,15.324433,0.0,0.0,165.84416
OBJECT=979,2204.327148,-1652.023315,15.175260,0.0,0.0,213.97295
OBJECT=979,2212.337158,-1647.079224,15.134198,0.0,0.0,208.81627
OBJECT=978,2164.433838,-1685.925171,14.926158,0.0,0.0,12.13593
OBJECT=978,2172.747559,-1681.872192,14.716344,0.0,0.0,38.77847
OBJECT=13645,2128.178711,-1686.179688,14.828796,0.0,0.0,104.85125
OBJECT=979,2102.119385,-1688.338745,13.335668,0.0,358.28113,231.94400
OBJECT=979,2117.904053,-1679.115601,13.359749,0.0,1.71888,200.14459
OBJECT=979,2109.270020,-1682.717041,13.217204,0.0,0.0,205.30129
OBJECT=978,2075.305176,-1756.958008,13.229550,0.0,0.0,0.85939
OBJECT=4239,2100.958496,-1682.422363,16.463564,0.0,0.0,319.60650
OBJECT=9314,1812.553101,-2065.670898,18.119558,0.0,357.42169,0.0
OBJECT=978,1808.638306,-2064.987793,13.397597,0.0,0.0,141.80708
OBJECT=978,1830.466797,-2072.616211,13.387095,0.0,0.0,118.60212
OBJECT=978,1832.736816,-2081.471436,13.387095,0.0,0.0,90.24071
OBJECT=979,1822.654663,-2104.505371,13.223033,0.0,0.0,330.77917
OBJECT=979,1816.245605,-2098.004395,13.212098,0.0,0.0,299.8365
OBJECT=1503,1692.173218,-2001.719238,13.511982,0.0,0.0,179.51842
OBJECT=1503,1689.428345,-2001.715820,13.519260,0.0,0.0,179.51842
OBJECT=1503,1686.668457,-2001.742432,13.518131,0.0,0.0,179.51842
OBJECT=1503,1690.003052,-1929.286011,12.941196,0.0,0.0,179.51842
OBJECT=1503,1692.811768,-1929.315186,12.941202,0.0,0.0,179.51842
OBJECT=973,1875.819092,-1810.108521,13.387095,0.0,0.0,345.38958
OBJECT=973,1866.188232,-1807.583862,13.387095,0.0,0.0,345.38958
OBJECT=973,1847.709473,-1802.830933,13.387095,0.0,0.0,345.38958
OBJECT=973,1838.431274,-1800.402100,13.387095,0.0,0.0,345.38958
OBJECT=973,1856.845947,-1805.186157,13.387095,0.0,0.0,345.38958
OBJECT=973,1885.438477,-1812.587280,13.387095,0.0,0.0,345.38958
OBJECT=1225,1890.110718,-1812.916382,12.952630,0.0,0.0,0.0
OBJECT=1225,1891.565674,-1814.364380,12.952630,0.0,0.0,0.0
OBJECT=1225,1890.832642,-1813.605225,12.952630,0.0,0.0,0.0
OBJECT=979,1812.030029,-1795.029907,13.387095,0.0,0.0,270.61874
OBJECT=979,1814.065674,-1786.069092,13.387095,0.0,0.0,243.97622
OBJECT=979,1812.088135,-1804.390015,13.397777,0.0,0.0,270.61874
OBJECT=1696,1695.843262,-1957.189331,13.554105,0.0,0.0,181.23688
OBJECT=1696,1690.328857,-1957.269287,13.554105,0.0,0.0,180.48171
OBJECT=979,1690.502075,-1866.494507,13.371470,0.0,0.0,236.24104
