Name=Speed is the way to go
MinLevel=5
JoinCost=2750

WaitLocation=1026.9999,-1031.0602,32.0070

RunTime=200
WinBaseXP=200000
WinBaseCash=220000

Vehicle=0

CP=1003.1195,-1041.4049,31.0398,,2.0
CP=992.1520,-1057.5415,33.7031,,2.0
CP=983.6857,-1059.0660,36.0387,,2.0
CP=983.7045,-1070.1982,36.0387,,2.0
CP=981.6154,-1084.5405,31.9317,,2.0
CP=986.8278,-1104.4343,23.8281,,2.0
CP=1029.4908,-1099.0531,23.8281,,2.0
CP=1059.6045,-1109.0953,24.3845,,2.0
CP=1067.8679,-1105.6404,24.3885,,2.0
CP=1057.9691,-1105.4210,28.0451,,2.0
CP=1058.5912,-1111.3105,30.5110,,2.0
CP=1053.0563,-1111.4063,32.8531,,2.0
CP=1037.2052,-1111.0917,33.9888,,2.0
CP=1011.7678,-1110.8441,35.2836,,2.0
CP=996.7755,-1120.6698,33.9920,,2.0
CP=1001.6769,-1128.4580,33.9917,,2.0
CP=1018.7634,-1129.6354,23.8630,,2.0
CP=1039.7566,-1148.0417,23.6563,,2.0
CP=1058.8202,-1171.3020,23.8254,,2.0
CP=1067.9237,-1190.8794,20.4926,,2.0
CP=1074.8014,-1215.1307,21.4531,,2.0
CP=1078.7141,-1245.2426,19.8131,,2.0
CP=1083.3198,-1254.1084,21.5469,,2.0
CP=1107.4446,-1257.7717,21.5469,,2.0
CP=1122.6136,-1253.2885,25.3020,,2.0
CP=1129.7058,-1212.9156,25.3020,,2.0
CP=1122.4985,-1203.1289,27.5035,,2.0
CP=1123.3655,-1193.8571,32.0331,,2.0
CP=1141.9581,-1183.9371,32.0275,,2.0
CP=1170.0983,-1200.4485,33.0078,,2.0
CP=1197.5043,-1179.5885,31.8125,,2.0
CP=1174.3057,-1160.4479,33.2134,,2.0
CP=1150.5784,-1178.5137,32.0275,,2.0
CP=1168.6754,-1200.2604,33.0078,,2.0
CP=1198.9586,-1181.4222,31.8125,,2.0
CP=1174.0337,-1159.5349,33.2280,,2.0
CP=1149.4104,-1178.9958,32.0275,,2.0
CP=1121.6682,-1194.8718,32.0313,,2.0
CP=1128.3184,-1202.6606,23.4559,,2.0
CP=1210.9534,-1203.9471,19.7111,,2.0
