Name=The Long Run!
MinLevel=5
JoinCost=2500

WaitLocation=2219.9302,2506.4485,10.8125

RunTime=640
WinBaseXP=420000
WinBaseCash=380000

Vehicle=0

CP=2219.1399,2439.1399,10.8203,,4.0
CP=2201.1135,2354.4470,10.8203,,4.0
CP=2161.7336,2300.5374,10.8125,,4.0
CP=2139.6499,2227.4980,10.8203,,4.0
CP=2141.8115,2157.2085,10.6719,,4.0
CP=2142.5713,2077.3901,10.6719,,4.0
CP=2143.3274,1962.4265,10.6719,,4.0
CP=2141.9084,1865.6051,10.6719,,4.0
CP=2130.2219,1836.7693,11.6587,,4.0
CP=2092.9177,1760.4333,11.7055,,4.0
CP=2063.1245,1703.4946,11.6904,,4.0
CP=2062.6055,1656.8937,11.7369,,4.0
CP=2062.9575,1629.0026,11.7076,,4.0
CP=2063.2769,1541.7612,11.7618,,4.0
CP=2064.1130,1445.8967,11.7384,,4.0
CP=2063.9272,1404.3628,11.7180,,4.0
CP=2062.3225,1315.4049,11.7127,,4.0
CP=2062.5537,1229.2345,11.7306,,4.0
CP=2062.7332,1120.4039,11.7066,,4.0
CP=2062.9287,1009.7269,11.6964,,4.0
CP=2063.0530,939.0691,10.7268,,4.0
CP=2063.1770,869.4885,7.8986,,4.0
CP=2059.2346,831.2246,7.4196,,4.0
CP=2056.6516,799.1327,10.8203,,4.0
CP=2057.5208,760.9932,10.8203,,4.0
CP=2054.4255,723.4854,11.4683,,4.0
CP=2054.5740,705.2204,10.9847,,4.0
CP=2054.8828,675.9843,10.6719,,4.0
CP=2054.8967,637.2716,11.3594,,4.0
CP=2057.0510,585.8749,10.8203,,4.0
CP=2058.2791,574.6042,7.2325,,4.0
CP=2077.1208,548.4495,0.8750,,4.0
CP=2112.1848,509.9307,0.9369,,4.0
CP=2150.3958,467.0641,0.8336,,4.0
CP=2190.9861,420.9441,0.8362,,4.0
CP=2227.6758,386.7283,0.5643,,4.0
CP=2236.3853,373.4505,2.6255,,4.0
CP=2240.9766,336.5692,6.7688,,4.0
CP=2244.9072,298.2380,11.1724,,4.0
CP=2273.6704,260.6641,19.4402,,4.0
CP=2314.2302,229.7272,25.2962,,4.0
CP=2340.6980,205.2322,26.3359,,4.0
CP=2342.2690,153.8930,26.3359,,4.0
CP=2341.2112,83.5250,26.3343,,4.0
CP=2340.7212,-15.7765,26.3376,,4.0
CP=2340.4929,-87.6453,26.3359,,4.0
CP=2280.2334,-95.9485,26.3372,,4.0
CP=2221.5281,-110.1634,26.4844,,4.0
CP=2205.5095,-118.8690,24.0011,,4.0
CP=2184.9583,-132.9854,2.9122,,4.0
CP=2160.0071,-117.4807,1.8687,,4.0
CP=2139.3474,-96.4101,2.3971,,4.0
CP=2114.2849,-95.9114,2.1888,,4.0
CP=2076.7297,-121.1838,1.9260,,4.0
