Name=Freedom's Rooftop Race
Author=Freedom
MinLevel=0
JoinCost=750

WaitLocation=2022.2015,-1628.7162,18.3437

RunTime=240
WinBaseXP=165000
WinBaseCash=180000

Vehicle=0

CP=2020.8087,-1640.6407,18.4533,,2.0
CP=2019.1620,-1654.7361,18.2898,,2.0
CP=2032.3071,-1647.9640,16.3776,,2.0
CP=2042.2372,-1643.5443,13.5469,,2.0
CP=2050.2568,-1636.2731,16.3933,,2.0
CP=2059.4053,-1644.3185,17.9593,,2.0
CP=2058.6035,-1656.9895,17.9692,,2.0
CP=2066.7148,-1657.3613,17.2137,,2.0
CP=2066.7307,-1642.8497,18.1689,,2.0
CP=2068.7104,-1629.2911,18.8883,,2.0
CP=2088.0969,-1628.1471,13.5469,,2.0
CP=2092.0967,-1618.7094,13.5495,,2.0
CP=2143.8264,-1633.5393,13.5706,,2.0
CP=2187.8386,-1648.1744,15.4766,,2.0
CP=2222.4524,-1658.2600,15.3125,,2.0
CP=2236.9487,-1662.8131,17.0875,,2.0
CP=2238.2449,-1664.3530,21.0313,,2.0
CP=2235.5259,-1680.7323,21.0313,,2.0
CP=2250.4202,-1681.9553,21.0313,,2.0
CP=2266.4324,-1681.9058,20.5156,,2.0
CP=2292.1450,-1665.6366,14.9597,,2.0
CP=2306.8447,-1667.8187,14.5527,,2.0
CP=2302.6501,-1676.1945,15.5835,,2.0
CP=2308.1077,-1680.9771,18.7151,,2.0
CP=2321.0159,-1683.0216,19.9752,,2.0
CP=2344.1897,-1693.0564,13.3594,,2.0
CP=2393.4561,-1696.3135,13.5188,,2.0
CP=2404.0681,-1699.9703,17.2040,,2.0
CP=2418.9644,-1706.9368,15.6410,,2.0
CP=2419.8020,-1664.0179,26.9168,,2.0
CP=2420.6299,-1576.7639,28.8281,,2.0
CP=2442.4182,-1580.2578,25.7699,,2.0
CP=2442.2434,-1631.5121,28.9881,,2.0
CP=2442.3525,-1688.6897,21.5597,,2.0
CP=2441.3733,-1721.9669,15.7069,,2.0
CP=2465.7126,-1722.0909,15.4844,,2.0
CP=2474.2305,-1725.0648,13.5547,,2.0
CP=2484.8042,-1725.1581,14.8133,,2.0
CP=2488.6985,-1719.9553,18.5821,,2.0
CP=2494.5710,-1708.3455,23.5858,,2.0
CP=2505.0718,-1695.1450,17.9575,,2.0
CP=2515.6721,-1692.4824,18.4737,,2.0
CP=2520.8230,-1683.9966,19.5637,,2.0
CP=2522.7622,-1660.0857,20.0538,,2.0
CP=2518.2808,-1647.7286,18.7384,,2.0
CP=2500.5706,-1641.7383,18.0158,,2.0
CP=2490.4531,-1647.3152,17.7847,,2.0
CP=2483.5522,-1648.7781,17.6260,,2.0
CP=2492.1907,-1668.4329,13.3438,,2.0
