Name=Doomguy's Portal Out of Hell
Author=Doomguy
MinLevel=2
JoinCost=1000

WaitLocation=338.8334,1408.8662,6.5547

RunTime=10000
WinBaseXP=60000
WinBaseCash=65000

Vehicle=0

CP=295.5932,1409.6202,9.8861,,2.0
CP=278.3978,1390.8829,10.5859,,2.0
CP=256.7352,1352.4170,10.7075,,2.0
CP=246.7137,1361.1411,23.3750,,2.0
CP=256.2164,1352.3978,10.9441,,2.0
CP=256.9315,1377.0627,10.7075,,2.0
CP=246.4805,1387.4159,23.3703,,2.0
CP=256.6995,1401.6859,10.7075,,2.0
CP=246.7816,1410.3295,23.3750,,2.0
CP=257.8261,1426.0914,10.5859,,2.0
CP=246.4038,1434.7422,23.3703,,2.0
CP=256.9335,1426.4347,10.7075,,2.0
CP=278.5826,1412.8987,10.4273,,2.0
CP=343.9733,1409.9938,6.6161,,2.0
