Name=GK's Day of Being a Cop
Author=Gamer_King
MinLevel=2
JoinCost=1500

WaitLocation=1640.5458,2247.7532,18.4302

RunTime=180
WinBaseXP=100000
WinBaseCash=80000

Vehicle=0

CP=1648.3420,2244.8586,18.4302,,3.0
CP=1667.6318,2231.9326,18.4302,,3.0
CP=1686.6445,2229.5801,16.9874,,3.0
CP=1702.9985,2231.7773,16.1899,,3.0
CP=1719.6477,2229.9304,10.8203,,3.0
CP=1725.7168,2241.2739,10.6719,,3.0
CP=1731.0793,2267.0994,10.8784,,3.0
CP=1730.0504,2331.4006,10.8203,,3.0
CP=1737.3546,2359.8518,10.8513,,3.0
CP=1741.3792,2368.2385,13.2500,,3.0
CP=1748.0052,2385.9580,7.6401,,3.0
CP=1750.9713,2414.6084,6.8980,,3.0
CP=1754.8313,2460.2283,7.3150,,3.0
CP=1757.2758,2489.1167,6.8285,,3.0
CP=1760.8683,2531.5696,11.8701,,3.0
CP=1752.1831,2576.6443,10.8203,,3.0
CP=1708.8912,2581.6848,10.8203,,3.0
CP=1646.8655,2585.4875,10.6719,,3.0
CP=1597.5402,2590.7610,10.6797,,3.0
CP=1588.8580,2636.8408,11.0234,,3.0
CP=1579.6876,2675.9563,10.6719,,3.0
CP=1549.3086,2689.2063,10.6719,,3.0
CP=1545.8967,2726.2322,10.7450,,3.0
CP=1547.3199,2766.6606,10.7484,,3.0
CP=1547.0687,2791.7334,10.6719,,3.0
CP=1536.1141,2833.4092,10.8203,,3.0
CP=1536.2000,2865.2947,14.1344,,3.0
CP=1539.2921,2895.9709,10.4664,,3.0
CP=1537.0637,2921.7363,8.5342,,3.0
CP=1537.5649,2945.0376,14.4855,,3.0
CP=1537.6169,2966.8428,18.1211,,3.0
CP=1537.3729,2983.3918,19.0252,,3.0
CP=1538.3284,3003.9294,-0.7811,,3.0
